,age,fnlwgt,education.num,capitalGain,capitalLoss,hoursPerWeek
218,64,149044,0.014,0,2057,60
219,30,148524,0.009000000000000001,0,2057,40
220,51,268639,0.01,0,2057,60
221,35,272019,0.007,0,2057,40
222,29,239753,0.009000000000000001,0,2057,20
223,34,199864,0.01,0,2057,40
224,41,125831,0.009000000000000001,0,2051,60
225,35,67728,0.01,0,2051,45
226,26,115717,0.01,0,2051,40
227,54,172281,0.009000000000000001,0,2051,50
228,52,305053,0.009000000000000001,0,2051,40
229,50,105010,0.009000000000000001,0,2051,20
230,31,291052,0.01,0,2051,40
231,38,248919,0.009000000000000001,0,2051,40
232,30,84119,0.01,0,2051,40
233,34,105540,0.013000000000000001,0,2051,40
234,31,161765,0.01,0,2051,57
235,52,195635,0.009000000000000001,0,2051,38
236,54,816750,0.009000000000000001,0,2051,40
237,38,160192,0.009000000000000001,0,2051,44
238,39,136081,0.009000000000000001,0,2051,40
239,29,244473,0.011,0,2051,40
240,45,187033,0.009000000000000001,0,2051,40
241,34,265807,0.009000000000000001,0,2051,55
242,38,154410,0.009000000000000001,0,2051,40
243,39,314007,0.006,0,2051,40
244,61,179743,0.009000000000000001,0,2051,20
245,43,117037,0.007,0,2042,40
246,35,40135,0.01,0,2042,40
247,46,315423,0.01,0,2042,50
248,38,35429,0.009000000000000001,0,2042,40
249,42,120837,0.009000000000000001,0,2042,48
250,34,90614,0.012,0,2042,10
251,29,202878,0.004,0,2042,40
252,32,260954,0.007,0,2042,30
253,60,127084,0.009000000000000001,0,2042,34
254,49,107231,0.009000000000000001,0,2002,40
255,53,135102,0.009000000000000001,0,2002,45
256,56,201822,0.004,0,2002,40
257,48,413363,0.007,0,2002,40
258,32,148138,0.013000000000000001,0,2002,40
259,42,170721,0.009000000000000001,0,2002,40
260,32,102858,0.012,0,2002,42
261,28,175262,0.012,0,2002,40
262,26,36936,0.011,0,2002,40
263,59,169982,0.013000000000000001,0,2002,50
264,47,208407,0.013000000000000001,0,2002,30
265,41,41090,0.009000000000000001,0,2002,60
266,36,183739,0.009000000000000001,0,2002,40
267,45,357540,0.013000000000000001,0,2002,55
268,30,48520,0.012,0,2002,40
269,36,107916,0.009000000000000001,0,2002,40
270,34,198613,0.009000000000000001,0,2002,40
271,53,283743,0.009000000000000001,0,2002,40
272,51,210940,0.009000000000000001,0,2002,45
273,47,355978,0.016,0,2002,45
274,30,57651,0.009000000000000001,0,2001,42
275,20,315877,0.009000000000000001,0,2001,40
276,42,74680,0.014,0,2001,60
277,31,454508,0.007,0,2001,40
278,33,202046,0.013000000000000001,0,2001,40
279,25,121102,0.012,0,2001,30
280,20,146879,0.009000000000000001,0,2001,40
281,23,213955,0.009000000000000001,0,2001,40
282,41,277783,0.01,0,2001,50
283,54,199741,0.009000000000000001,0,2001,35
284,25,378322,0.009000000000000001,0,2001,50
285,19,264390,0.01,0,2001,40
286,24,210029,0.009000000000000001,0,2001,37
287,56,61885,0.013000000000000001,0,2001,65
288,21,102942,0.01,0,2001,40
289,34,209297,0.009000000000000001,0,2001,40
290,19,198459,0.009000000000000001,0,2001,40
291,48,93476,0.009000000000000001,0,2001,40
292,34,174789,0.013000000000000001,0,2001,40
293,31,189759,0.009000000000000001,0,2001,40
294,36,297847,0.009000000000000001,0,2001,40
295,27,124953,0.009000000000000001,0,1980,40
296,27,116358,0.01,0,1980,40
297,35,187119,0.013000000000000001,0,1980,65
298,31,161745,0.013000000000000001,0,1980,60
299,27,469705,0.009000000000000001,0,1980,40
300,28,304960,0.012,0,1980,40
301,42,175935,0.009000000000000001,0,1980,46
302,44,355728,0.01,0,1980,45
303,41,53956,0.013000000000000001,0,1980,56
304,28,184723,0.013000000000000001,0,1980,35
305,41,185616,0.009000000000000001,0,1980,40
306,35,54595,0.006,0,1980,40
307,58,126104,0.014,0,1980,45
308,40,139193,0.009000000000000001,0,1980,48
309,31,184306,0.011,0,1980,60
310,30,207301,0.009000000000000001,0,1980,40
311,32,199529,0.01,0,1980,40
312,25,111058,0.01,0,1980,40
313,34,198103,0.009000000000000001,0,1980,40
314,56,34626,0.01,0,1980,40
315,45,100651,0.009000000000000001,0,1980,40
316,50,104501,0.009000000000000001,0,1980,40
317,27,132805,0.006,0,1980,40
318,51,96062,0.01,0,1977,40
319,40,207578,0.012,0,1977,60
320,41,445382,0.014,0,1977,65
321,49,192776,0.014,0,1977,45
322,37,22463,0.011,0,1977,40
323,36,108293,0.013000000000000001,0,1977,45
324,35,199352,0.015,0,1977,80
325,29,260729,0.009000000000000001,0,1977,25
326,50,133963,0.013000000000000001,0,1977,40
327,46,129007,0.013000000000000001,0,1977,40
328,44,179557,0.009000000000000001,0,1977,45
329,42,111252,0.014,0,1977,40
330,38,338320,0.015,0,1977,50
331,45,192835,0.013000000000000001,0,1977,55
332,43,147328,0.014,0,1977,60
333,47,139268,0.015,0,1977,60
334,58,349910,0.015,0,1977,50
335,48,331482,0.015,0,1977,40
336,42,245307,0.013000000000000001,0,1977,48
337,55,153484,0.014,0,1977,50
338,51,252903,0.006,0,1977,40
339,32,295589,0.014,0,1977,40
340,45,160472,0.013000000000000001,0,1977,50
341,56,192869,0.014,0,1977,44
342,38,234901,0.014,0,1977,60
343,45,33300,0.011,0,1977,50
344,49,101825,0.014,0,1977,40
345,36,183612,0.009000000000000001,0,1977,40
346,49,185041,0.014,0,1977,40
347,30,315640,0.016,0,1977,40
348,42,123838,0.015,0,1977,50
349,55,31905,0.014,0,1977,40
350,34,181091,0.013000000000000001,0,1977,45
351,54,88278,0.016,0,1977,50
352,42,323790,0.013000000000000001,0,1977,70
353,25,90730,0.013000000000000001,0,1977,40
354,55,138594,0.009000000000000001,0,1977,45
355,58,194068,0.014,0,1977,50
356,62,218009,0.009000000000000001,0,1977,60
357,43,221172,0.015,0,1977,40
358,57,174132,0.014,0,1977,40
359,42,277256,0.016,0,1977,60
360,63,35021,0.013000000000000001,0,1977,32
361,47,213668,0.015,0,1977,50
362,37,99146,0.013000000000000001,0,1977,50
363,40,209547,0.013000000000000001,0,1977,60
364,43,118308,0.013000000000000001,0,1977,50
365,43,33331,0.015,0,1977,70
366,41,200574,0.015,0,1977,60
367,32,204374,0.015,0,1977,60
368,47,189680,0.013000000000000001,0,1977,40
369,39,175232,0.01,0,1977,60
370,53,193720,0.01,0,1977,40
371,34,189759,0.013000000000000001,0,1977,45
372,36,32776,0.013000000000000001,0,1977,40
373,47,285060,0.014,0,1977,41
374,52,23780,0.011,0,1977,45
375,40,284706,0.015,0,1977,60
376,42,130126,0.013000000000000001,0,1977,40
377,51,102615,0.014,0,1977,40
378,55,208311,0.014,0,1977,20
379,38,111499,0.009000000000000001,0,1977,99
380,52,139671,0.01,0,1977,50
381,60,165630,0.009000000000000001,0,1977,40
382,55,124808,0.011,0,1977,50
383,47,29819,0.014,0,1977,50
384,46,102771,0.014,0,1977,40
385,35,86648,0.014,0,1977,45
386,59,223215,0.013000000000000001,0,1977,50
387,57,437727,0.014,0,1977,45
388,46,167515,0.01,0,1977,50
389,46,213140,0.014,0,1977,40
390,52,168553,0.009000000000000001,0,1977,40
391,45,363677,0.016,0,1977,30
392,37,241998,0.013000000000000001,0,1977,40
393,46,337050,0.014,0,1977,45
394,44,157249,0.013000000000000001,0,1977,50
395,45,84298,0.011,0,1977,50
396,43,55213,0.009000000000000001,0,1977,52
397,54,185846,0.014,0,1977,40
398,50,150999,0.014,0,1977,40
399,45,225456,0.013000000000000001,0,1977,40
400,36,192939,0.014,0,1977,60
401,27,183627,0.013000000000000001,0,1977,50
402,36,189404,0.013000000000000001,0,1977,35
403,53,152810,0.014,0,1977,55
404,51,123011,0.014,0,1977,35
405,28,114158,0.013000000000000001,0,1977,24
406,47,228660,0.01,0,1977,40
407,45,233511,0.013000000000000001,0,1977,60
408,45,159816,0.014,0,1977,35
409,39,202027,0.015,0,1977,50
410,39,218490,0.013000000000000001,0,1977,40
411,55,248841,0.014,0,1977,40
412,62,71751,0.01,0,1977,98
413,49,137192,0.013000000000000001,0,1977,50
414,53,100109,0.014,0,1977,40
415,31,183043,0.014,0,1977,48
416,42,188738,0.009000000000000001,0,1977,60
417,39,201410,0.013000000000000001,0,1977,45
418,60,282066,0.013000000000000001,0,1977,45
419,26,291968,0.015,0,1977,40
420,37,126569,0.014,0,1977,40
421,45,103406,0.013000000000000001,0,1977,60
422,37,109133,0.012,0,1977,45
423,32,195602,0.013000000000000001,0,1977,45
424,39,135500,0.009000000000000001,0,1977,40
425,45,145636,0.014,0,1977,43
426,41,137126,0.013000000000000001,0,1977,45
427,36,36270,0.009000000000000001,0,1977,65
428,51,285747,0.014,0,1977,60
429,39,80324,0.01,0,1977,62
430,56,94156,0.015,0,1977,50
431,53,271544,0.009000000000000001,0,1977,40
432,40,175943,0.011,0,1977,15
433,57,141570,0.014,0,1977,40
434,50,124963,0.009000000000000001,0,1977,35
435,34,112115,0.015,0,1977,55
436,35,99357,0.013000000000000001,0,1977,30
437,30,404062,0.009000000000000001,0,1977,15
438,53,200190,0.014,0,1977,55
439,31,207505,0.016,0,1977,70
440,37,135436,0.013000000000000001,0,1977,60
441,34,345705,0.013000000000000001,0,1977,50
442,36,126675,0.014,0,1977,50
443,40,107433,0.013000000000000001,0,1977,50
444,51,230858,0.01,0,1977,60
445,33,133503,0.009000000000000001,0,1977,45
446,40,46990,0.016,0,1977,20
447,46,216414,0.014,0,1977,60
448,54,182314,0.016,0,1977,50
449,39,134367,0.014,0,1977,24
450,54,206964,0.01,0,1977,40
451,31,147284,0.016,0,1977,99
452,51,172046,0.014,0,1977,50
453,36,145576,0.014,0,1977,40
454,41,93227,0.013000000000000001,0,1977,60
455,56,48102,0.01,0,1977,50
456,38,172538,0.013000000000000001,0,1977,40
457,47,239865,0.009000000000000001,0,1977,45
458,39,180686,0.014,0,1977,45
459,59,170104,0.013000000000000001,0,1977,50
460,54,511668,0.016,0,1977,43
461,54,109418,0.013000000000000001,0,1977,35
462,31,110643,0.013000000000000001,0,1977,55
463,59,122390,0.01,0,1977,48
464,46,261059,0.014,0,1977,50
465,57,140426,0.016,0,1977,40
466,36,386726,0.014,0,1977,44
467,44,340885,0.013000000000000001,0,1977,40
468,33,149184,0.015,0,1977,50
469,54,308087,0.01,0,1977,18
470,55,368797,0.014,0,1977,60
471,36,218689,0.014,0,1977,50
472,49,298445,0.015,0,1977,60
473,41,347653,0.015,0,1977,50
474,40,320451,0.016,0,1977,45
475,43,170730,0.013000000000000001,0,1977,50
476,39,344855,0.014,0,1977,20
477,48,109814,0.015,0,1977,45
478,43,409922,0.013000000000000001,0,1977,50
479,36,237943,0.013000000000000001,0,1977,45
480,39,49020,0.014,0,1974,40
481,21,109414,0.01,0,1974,40
482,23,275818,0.01,0,1974,40
483,47,133758,0.009000000000000001,0,1974,40
484,30,43953,0.009000000000000001,0,1974,40
485,35,147258,0.01,0,1974,40
486,26,58098,0.01,0,1974,40
487,26,215384,0.013000000000000001,0,1974,55
488,41,33068,0.014,0,1974,40
489,30,145692,0.01,0,1974,40
490,28,111696,0.009000000000000001,0,1974,40
491,56,105281,0.009000000000000001,0,1974,40
492,35,200445,0.009000000000000001,0,1974,40
493,34,258666,0.011,0,1974,40
494,29,214702,0.009000000000000001,0,1974,35
495,23,188545,0.012,0,1974,20
496,24,210736,0.009000000000000001,0,1974,40
497,62,81116,0.01,0,1974,40
498,77,71676,0.01,0,1944,1
499,47,51835,0.015,0,1902,60
500,48,191277,0.016,0,1902,60
501,42,214242,0.015,0,1902,50
502,31,118710,0.014,0,1902,40
503,43,274363,0.013000000000000001,0,1902,40
504,50,168212,0.016,0,1902,65
505,36,156667,0.013000000000000001,0,1902,50
506,49,193960,0.014,0,1902,40
507,38,132879,0.009000000000000001,0,1902,40
508,48,55863,0.016,0,1902,46
509,46,265266,0.013000000000000001,0,1902,40
510,56,145574,0.009000000000000001,0,1902,60
511,37,188540,0.009000000000000001,0,1902,45
512,51,415287,0.009000000000000001,0,1902,40
513,43,201723,0.014,0,1902,40
514,46,36228,0.009000000000000001,0,1902,40
515,42,121718,0.014,0,1902,60
516,45,26522,0.01,0,1902,35
517,23,196827,0.01,0,1902,40
518,45,246891,0.013000000000000001,0,1902,40
519,30,199539,0.009000000000000001,0,1902,40
520,49,101320,0.012,0,1902,40
521,57,98350,0.015,0,1902,40
522,42,157562,0.013000000000000001,0,1902,80
523,43,105862,0.01,0,1902,40
524,43,336513,0.01,0,1902,40
525,42,378384,0.015,0,1902,60
526,53,104501,0.013000000000000001,0,1902,55
527,40,244522,0.014,0,1902,48
528,41,84610,0.013000000000000001,0,1902,60
529,49,329603,0.013000000000000001,0,1902,40
530,31,348038,0.013000000000000001,0,1902,50
531,34,299635,0.014,0,1902,50
532,40,298635,0.014,0,1902,40
533,50,184424,0.01,0,1902,38
534,54,86837,0.009000000000000001,0,1902,40
535,49,142287,0.01,0,1902,50
536,44,402397,0.014,0,1902,60
537,57,118481,0.013000000000000001,0,1902,40
538,28,250135,0.014,0,1902,55
539,57,20953,0.01,0,1902,40
540,59,348430,0.013000000000000001,0,1902,43
541,38,169926,0.012,0,1902,40
542,36,283122,0.009000000000000001,0,1902,60
543,55,323706,0.01,0,1902,40
544,34,77209,0.009000000000000001,0,1902,60
545,51,337195,0.01,0,1902,50
546,46,377401,0.009000000000000001,0,1902,70
547,33,111567,0.014,0,1902,45
548,31,181824,0.013000000000000001,0,1902,35
549,31,37546,0.013000000000000001,0,1902,35
550,59,325732,0.009000000000000001,0,1902,52
551,48,194772,0.012,0,1902,40
552,33,112115,0.013000000000000001,0,1902,45
553,46,459189,0.01,0,1902,50
554,53,608184,0.013000000000000001,0,1902,40
555,39,165215,0.014,0,1902,18
556,44,124692,0.009000000000000001,0,1902,40
557,45,360393,0.014,0,1902,50
558,42,188291,0.013000000000000001,0,1902,40
559,24,322931,0.004,0,1902,40
560,57,173832,0.013000000000000001,0,1902,40
561,51,176751,0.013000000000000001,0,1902,40
562,50,320510,0.013000000000000001,0,1902,40
563,52,108435,0.014,0,1902,50
564,44,68729,0.01,0,1902,40
565,47,192894,0.013000000000000001,0,1902,45
566,36,206951,0.013000000000000001,0,1902,45
567,34,164190,0.01,0,1902,38
568,49,148549,0.013000000000000001,0,1902,50
569,45,198223,0.013000000000000001,0,1902,45
570,46,172581,0.013000000000000001,0,1902,50
571,53,96062,0.013000000000000001,0,1902,48
572,63,194682,0.016,0,1902,50
573,52,143953,0.013000000000000001,0,1902,40
574,44,286750,0.013000000000000001,0,1902,40
575,37,200374,0.013000000000000001,0,1902,40
576,44,136546,0.016,0,1902,40
577,53,139671,0.013000000000000001,0,1902,40
578,32,175856,0.013000000000000001,0,1902,40
579,50,289207,0.016,0,1902,45
580,42,108183,0.014,0,1902,40
581,50,138179,0.012,0,1902,40
582,33,236396,0.013000000000000001,0,1902,55
583,50,168672,0.014,0,1902,40
584,32,127610,0.013000000000000001,0,1902,32
585,41,287306,0.009000000000000001,0,1902,40
586,54,167770,0.009000000000000001,0,1902,55
587,34,277314,0.012,0,1902,50
588,41,140365,0.013000000000000001,0,1902,55
589,39,239755,0.015,0,1902,50
590,42,52781,0.014,0,1902,40
591,31,201122,0.013000000000000001,0,1902,45
592,45,341995,0.011,0,1902,42
593,41,106900,0.013000000000000001,0,1902,42
594,48,140782,0.014,0,1902,38
595,32,161153,0.009000000000000001,0,1902,55
596,41,267252,0.01,0,1902,40
597,31,325355,0.013000000000000001,0,1902,40
598,30,173858,0.01,0,1902,40
599,41,352812,0.01,0,1902,40
600,48,109832,0.014,0,1902,40
601,60,234854,0.016,0,1902,40
602,38,93206,0.013000000000000001,0,1902,65
603,46,147640,0.003,0,1902,40
604,28,147560,0.01,0,1902,55
605,64,59145,0.016,0,1902,60
606,42,145711,0.014,0,1902,50
607,43,112181,0.011,0,1902,32
608,61,139391,0.01,0,1902,35
609,48,143098,0.016,0,1902,40
610,46,114160,0.014,0,1902,45
611,44,325461,0.013000000000000001,0,1902,50
612,39,30916,0.01,0,1902,50
613,46,131091,0.013000000000000001,0,1902,40
614,48,276664,0.016,0,1902,50
615,27,160786,0.007,0,1902,40
616,22,32950,0.01,0,1902,37
617,51,163671,0.013000000000000001,0,1902,40
618,48,31141,0.01,0,1902,40
619,52,144361,0.011,0,1902,40
620,31,182177,0.009000000000000001,0,1902,40
621,53,95469,0.013000000000000001,0,1902,40
622,51,22211,0.014,0,1902,60
623,46,398986,0.016,0,1902,52
624,25,253267,0.01,0,1902,36
625,46,403911,0.009000000000000001,0,1902,40
626,57,199768,0.009000000000000001,0,1902,30
627,44,151089,0.013000000000000001,0,1902,50
628,42,344624,0.009000000000000001,0,1902,50
629,42,172297,0.014,0,1902,40
630,30,159187,0.013000000000000001,0,1902,55
631,54,103179,0.016,0,1902,50
632,46,168195,0.015,0,1902,45
633,33,154981,0.013000000000000001,0,1902,50
634,38,159179,0.01,0,1902,50
635,50,168212,0.014,0,1902,45
636,46,155659,0.007,0,1902,40
637,41,186909,0.014,0,1902,35
638,56,193453,0.013000000000000001,0,1902,65
639,39,284166,0.013000000000000001,0,1902,50
640,46,353012,0.016,0,1902,50
641,48,273402,0.004,0,1902,40
642,35,161637,0.016,0,1902,40
643,56,189975,0.01,0,1902,60
644,49,213140,0.009000000000000001,0,1902,60
645,61,186451,0.015,0,1902,40
646,43,113324,0.009000000000000001,0,1902,40
647,37,193855,0.009000000000000001,0,1902,50
648,43,196545,0.013000000000000001,0,1902,40
649,41,37869,0.009000000000000001,0,1902,40
650,30,167309,0.013000000000000001,0,1902,40
651,58,100313,0.01,0,1902,40
652,40,146908,0.009000000000000001,0,1902,40
653,44,193524,0.014,0,1902,40
654,40,153238,0.013000000000000001,0,1902,32
655,58,225394,0.009000000000000001,0,1902,40
656,48,353012,0.009000000000000001,0,1902,40
657,49,165953,0.009000000000000001,0,1902,40
658,50,134766,0.013000000000000001,0,1902,50
659,43,125461,0.013000000000000001,0,1902,55
660,53,48343,0.009000000000000001,0,1902,40
661,42,146659,0.016,0,1902,50
662,56,208809,0.009000000000000001,0,1902,40
663,44,35910,0.013000000000000001,0,1902,56
664,29,46442,0.013000000000000001,0,1902,50
665,35,139364,0.009000000000000001,0,1902,40
666,44,277647,0.009000000000000001,0,1902,40
667,34,190228,0.013000000000000001,0,1902,48
668,42,198341,0.014,0,1902,55
669,43,110970,0.013000000000000001,0,1902,40
670,57,64960,0.011,0,1902,45
671,32,108116,0.013000000000000001,0,1902,60
672,33,59083,0.013000000000000001,0,1902,45
673,43,101534,0.01,0,1902,15
674,32,156464,0.009000000000000001,0,1902,50
675,36,531055,0.009000000000000001,0,1902,48
676,50,371305,0.009000000000000001,0,1902,60
677,27,141545,0.009000000000000001,0,1902,45
678,60,162347,0.015,0,1902,40
679,53,110977,0.014,0,1902,50
680,61,379885,0.016,0,1902,40
681,32,194740,0.013000000000000001,0,1902,40
682,52,230767,0.013000000000000001,0,1902,60
683,37,298539,0.009000000000000001,0,1902,55
684,33,51471,0.009000000000000001,0,1902,40
